date,atm_id,location_type,day_of_week,is_weekend,withdrawal_amount
2024-12-13,ATM_52,Semi-Urban,Friday,0,320876
2024-12-14,ATM_52,Semi-Urban,Saturday,1,350245
2024-12-15,ATM_52,Semi-Urban,Sunday,1,486789
2024-12-16,ATM_52,Semi-Urban,Monday,0,408546
2024-12-17,ATM_52,Semi-Urban,Tuesday,0,435926
2024-12-18,ATM_52,Semi-Urban,Wednesday,0,245276
2024-12-19,ATM_52,Semi-Urban,Thursday,0,363586
2024-12-20,ATM_52,Semi-Urban,Friday,0,319767
2024-12-21,ATM_52,Semi-Urban,Saturday,1,342811
2024-12-22,ATM_52,Semi-Urban,Sunday,1,412431
2024-12-23,ATM_52,Semi-Urban,Monday,0,280641
2024-12-24,ATM_52,Semi-Urban,Tuesday,0,378467
2024-12-25,ATM_52,Semi-Urban,Wednesday,0,404242
2024-12-26,ATM_52,Semi-Urban,Thursday,0,333136
2024-12-27,ATM_52,Semi-Urban,Friday,0,357607
2024-12-28,ATM_52,Semi-Urban,Saturday,1,517745
2024-12-29,ATM_52,Semi-Urban,Sunday,1,529997
2024-12-30,ATM_52,Semi-Urban,Monday,0,262994
2023-01-01,ATM_53,Urban,Sunday,1,659304
2023-01-02,ATM_53,Urban,Monday,0,753539
2023-01-03,ATM_53,Urban,Tuesday,0,607608
2023-01-04,ATM_53,Urban,Wednesday,0,637352
2023-01-05,ATM_53,Urban,Thursday,0,694576
2023-01-06,ATM_53,Urban,Friday,0,410821
2023-01-07,ATM_53,Urban,Saturday,1,547823
2023-01-08,ATM_53,Urban,Sunday,1,473651
2023-01-09,ATM_53,Urban,Monday,0,511843
2023-01-10,ATM_53,Urban,Tuesday,0,361407
2023-01-11,ATM_53,Urban,Wednesday,0,569782
2023-01-12,ATM_53,Urban,Thursday,0,497330
2023-01-13,ATM_53,Urban,Friday,0,579082
2023-01-14,ATM_53,Urban,Saturday,1,616296
2023-01-15,ATM_53,Urban,Sunday,1,607265
2023-01-16,ATM_53,Urban,Monday,0,431344
2023-01-17,ATM_53,Urban,Tuesday,0,622662
2023-01-18,ATM_53,Urban,Wednesday,0,419248
2023-01-19,ATM_53,Urban,Thursday,0,505747
2023-01-20,ATM_53,Urban,Friday,0,461813
2023-01-21,ATM_53,Urban,Saturday,1,519872
2023-01-22,ATM_53,Urban,Sunday,1,602983
2023-01-23,ATM_53,Urban,Monday,0,393991
2023-01-24,ATM_53,Urban,Tuesday,0,511692
2023-01-25,ATM_53,Urban,Wednesday,0,553120
2023-01-26,ATM_53,Urban,Thursday,0,556064
2023-01-27,ATM_53,Urban,Friday,0,601493
2023-01-28,ATM_53,Urban,Saturday,1,581799
2023-01-29,ATM_53,Urban,Sunday,1,538961
2023-01-30,ATM_53,Urban,Monday,0,543427
2023-01-31,ATM_53,Urban,Tuesday,0,460877
2023-02-01,ATM_53,Urban,Wednesday,0,715022
2023-02-02,ATM_53,Urban,Thursday,0,590475
2023-02-03,ATM_53,Urban,Friday,0,563927
2023-02-04,ATM_53,Urban,Saturday,1,752358
2023-02-05,ATM_53,Urban,Sunday,1,769337
2023-02-06,ATM_53,Urban,Monday,0,535188
2023-02-07,ATM_53,Urban,Tuesday,0,454210
2023-02-08,ATM_53,Urban,Wednesday,0,494201
2023-02-09,ATM_53,Urban,Thursday,0,396936
2023-02-10,ATM_53,Urban,Friday,0,500693
2023-02-11,ATM_53,Urban,Saturday,1,611197
2023-02-12,ATM_53,Urban,Sunday,1,516873
2023-02-13,ATM_53,Urban,Monday,0,405431
2023-02-14,ATM_53,Urban,Tuesday,0,503089
2023-02-15,ATM_53,Urban,Wednesday,0,525109
2023-02-16,ATM_53,Urban,Thursday,0,435363
2023-02-17,ATM_53,Urban,Friday,0,551440
2023-02-18,ATM_53,Urban,Saturday,1,595260
2023-02-19,ATM_53,Urban,Sunday,1,734073
2023-02-20,ATM_53,Urban,Monday,0,655093
2023-02-21,ATM_53,Urban,Tuesday,0,542057
2023-02-22,ATM_53,Urban,Wednesday,0,518308
2023-02-23,ATM_53,Urban,Thursday,0,570180
2023-02-24,ATM_53,Urban,Friday,0,429403
2023-02-25,ATM_53,Urban,Saturday,1,666684
2023-02-26,ATM_53,Urban,Sunday,1,437527
2023-02-27,ATM_53,Urban,Monday,0,514052
2023-02-28,ATM_53,Urban,Tuesday,0,529196
2023-03-01,ATM_53,Urban,Wednesday,0,661915
2023-03-02,ATM_53,Urban,Thursday,0,625016
2023-03-03,ATM_53,Urban,Friday,0,739238
2023-03-04,ATM_53,Urban,Saturday,1,706215
2023-03-05,ATM_53,Urban,Sunday,1,853543
2023-03-06,ATM_53,Urban,Monday,0,397793
2023-03-07,ATM_53,Urban,Tuesday,0,615067
2023-03-08,ATM_53,Urban,Wednesday,0,539301
2023-03-09,ATM_53,Urban,Thursday,0,449732
2023-03-10,ATM_53,Urban,Friday,0,515904
2023-03-11,ATM_53,Urban,Saturday,1,505403
2023-03-12,ATM_53,Urban,Sunday,1,433893
2023-03-13,ATM_53,Urban,Monday,0,525645
2023-03-14,ATM_53,Urban,Tuesday,0,610122
2023-03-15,ATM_53,Urban,Wednesday,0,520968
2023-03-16,ATM_53,Urban,Thursday,0,581477
2023-03-17,ATM_53,Urban,Friday,0,539447
2023-03-18,ATM_53,Urban,Saturday,1,545932
2023-03-19,ATM_53,Urban,Sunday,1,557224
2023-03-20,ATM_53,Urban,Monday,0,423034
2023-03-21,ATM_53,Urban,Tuesday,0,466148
2023-03-22,ATM_53,Urban,Wednesday,0,603630
2023-03-23,ATM_53,Urban,Thursday,0,442015
2023-03-24,ATM_53,Urban,Friday,0,573399
2023-03-25,ATM_53,Urban,Saturday,1,560920
2023-03-26,ATM_53,Urban,Sunday,1,665959
2023-03-27,ATM_53,Urban,Monday,0,457374
2023-03-28,ATM_53,Urban,Tuesday,0,454753
2023-03-29,ATM_53,Urban,Wednesday,0,465194
2023-03-30,ATM_53,Urban,Thursday,0,591264
2023-03-31,ATM_53,Urban,Friday,0,509295
2023-04-01,ATM_53,Urban,Saturday,1,841192
2023-04-02,ATM_53,Urban,Sunday,1,756512
2023-04-03,ATM_53,Urban,Monday,0,718671
2023-04-04,ATM_53,Urban,Tuesday,0,601440
2023-04-05,ATM_53,Urban,Wednesday,0,510288
2023-04-06,ATM_53,Urban,Thursday,0,441139
2023-04-07,ATM_53,Urban,Friday,0,444030
2023-04-08,ATM_53,Urban,Saturday,1,688762
2023-04-09,ATM_53,Urban,Sunday,1,648311
2023-04-10,ATM_53,Urban,Monday,0,537563
2023-04-11,ATM_53,Urban,Tuesday,0,626956
2023-04-12,ATM_53,Urban,Wednesday,0,530906
2023-04-13,ATM_53,Urban,Thursday,0,473850
2023-04-14,ATM_53,Urban,Friday,0,552480
2023-04-15,ATM_53,Urban,Saturday,1,603303
2023-04-16,ATM_53,Urban,Sunday,1,585468
2023-04-17,ATM_53,Urban,Monday,0,413441
2023-04-18,ATM_53,Urban,Tuesday,0,628148
2023-04-19,ATM_53,Urban,Wednesday,0,568035
2023-04-20,ATM_53,Urban,Thursday,0,524281
2023-04-21,ATM_53,Urban,Friday,0,560684
2023-04-22,ATM_53,Urban,Saturday,1,534861
2023-04-23,ATM_53,Urban,Sunday,1,514634
2023-04-24,ATM_53,Urban,Monday,0,445175
2023-04-25,ATM_53,Urban,Tuesday,0,470097
2023-04-26,ATM_53,Urban,Wednesday,0,529475
2023-04-27,ATM_53,Urban,Thursday,0,523325
2023-04-28,ATM_53,Urban,Friday,0,554804
2023-04-29,ATM_53,Urban,Saturday,1,520674
2023-04-30,ATM_53,Urban,Sunday,1,563046
2023-05-01,ATM_53,Urban,Monday,0,558936
2023-05-02,ATM_53,Urban,Tuesday,0,603002
2023-05-03,ATM_53,Urban,Wednesday,0,703374
2023-05-04,ATM_53,Urban,Thursday,0,701528
2023-05-05,ATM_53,Urban,Friday,0,651551
2023-05-06,ATM_53,Urban,Saturday,1,612236
2023-05-07,ATM_53,Urban,Sunday,1,583063
2023-05-08,ATM_53,Urban,Monday,0,441946
2023-05-09,ATM_53,Urban,Tuesday,0,393911
2023-05-10,ATM_53,Urban,Wednesday,0,544620
2023-05-11,ATM_53,Urban,Thursday,0,473259
2023-05-12,ATM_53,Urban,Friday,0,490955
2023-05-13,ATM_53,Urban,Saturday,1,493749
2023-05-14,ATM_53,Urban,Sunday,1,599886
2023-05-15,ATM_53,Urban,Monday,0,446559
2023-05-16,ATM_53,Urban,Tuesday,0,559824
2023-05-17,ATM_53,Urban,Wednesday,0,603501
2023-05-18,ATM_53,Urban,Thursday,0,466682
2023-05-19,ATM_53,Urban,Friday,0,381654
2023-05-20,ATM_53,Urban,Saturday,1,423399
2023-05-21,ATM_53,Urban,Sunday,1,560107
2023-05-22,ATM_53,Urban,Monday,0,499787
2023-05-23,ATM_53,Urban,Tuesday,0,455093
2023-05-24,ATM_53,Urban,Wednesday,0,522257
2023-05-25,ATM_53,Urban,Thursday,0,510528
2023-05-26,ATM_53,Urban,Friday,0,552395
2023-05-27,ATM_53,Urban,Saturday,1,517515
2023-05-28,ATM_53,Urban,Sunday,1,582643
2023-05-29,ATM_53,Urban,Monday,0,538580
2023-05-30,ATM_53,Urban,Tuesday,0,638284
2023-05-31,ATM_53,Urban,Wednesday,0,458473
2023-06-01,ATM_53,Urban,Thursday,0,741281
2023-06-02,ATM_53,Urban,Friday,0,549643
2023-06-03,ATM_53,Urban,Saturday,1,651303
2023-06-04,ATM_53,Urban,Sunday,1,737212
2023-06-05,ATM_53,Urban,Monday,0,556554
2023-06-06,ATM_53,Urban,Tuesday,0,510289
2023-06-07,ATM_53,Urban,Wednesday,0,608295
2023-06-08,ATM_53,Urban,Thursday,0,554879
2023-06-09,ATM_53,Urban,Friday,0,447884
2023-06-10,ATM_53,Urban,Saturday,1,636848
2023-06-11,ATM_53,Urban,Sunday,1,623384
2023-06-12,ATM_53,Urban,Monday,0,502896
2023-06-13,ATM_53,Urban,Tuesday,0,458329
2023-06-14,ATM_53,Urban,Wednesday,0,383475
2023-06-15,ATM_53,Urban,Thursday,0,482952
2023-06-16,ATM_53,Urban,Friday,0,505005
2023-06-17,ATM_53,Urban,Saturday,1,452259
2023-06-18,ATM_53,Urban,Sunday,1,598808
2023-06-19,ATM_53,Urban,Monday,0,484197
2023-06-20,ATM_53,Urban,Tuesday,0,480740
2023-06-21,ATM_53,Urban,Wednesday,0,507149
2023-06-22,ATM_53,Urban,Thursday,0,628560
2023-06-23,ATM_53,Urban,Friday,0,510874
2023-06-24,ATM_53,Urban,Saturday,1,545246
2023-06-25,ATM_53,Urban,Sunday,1,697055
2023-06-26,ATM_53,Urban,Monday,0,662555
2023-06-27,ATM_53,Urban,Tuesday,0,469260
2023-06-28,ATM_53,Urban,Wednesday,0,525991
2023-06-29,ATM_53,Urban,Thursday,0,359718
2023-06-30,ATM_53,Urban,Friday,0,603114
2023-07-01,ATM_53,Urban,Saturday,1,831496
2023-07-02,ATM_53,Urban,Sunday,1,724784
2023-07-03,ATM_53,Urban,Monday,0,756099
2023-07-04,ATM_53,Urban,Tuesday,0,601486
2023-07-05,ATM_53,Urban,Wednesday,0,619428
2023-07-06,ATM_53,Urban,Thursday,0,543047
2023-07-07,ATM_53,Urban,Friday,0,386176
2023-07-08,ATM_53,Urban,Saturday,1,605108
2023-07-09,ATM_53,Urban,Sunday,1,668909
2023-07-10,ATM_53,Urban,Monday,0,450369
2023-07-11,ATM_53,Urban,Tuesday,0,523611
2023-07-12,ATM_53,Urban,Wednesday,0,486735
2023-07-13,ATM_53,Urban,Thursday,0,631698
2023-07-14,ATM_53,Urban,Friday,0,440680
2023-07-15,ATM_53,Urban,Saturday,1,741854
2023-07-16,ATM_53,Urban,Sunday,1,503643
2023-07-17,ATM_53,Urban,Monday,0,475276
2023-07-18,ATM_53,Urban,Tuesday,0,539331
2023-07-19,ATM_53,Urban,Wednesday,0,549652
2023-07-20,ATM_53,Urban,Thursday,0,496440
2023-07-21,ATM_53,Urban,Friday,0,480463
2023-07-22,ATM_53,Urban,Saturday,1,481093
2023-07-23,ATM_53,Urban,Sunday,1,512440
2023-07-24,ATM_53,Urban,Monday,0,329559
2023-07-25,ATM_53,Urban,Tuesday,0,580286
2023-07-26,ATM_53,Urban,Wednesday,0,547624
2023-07-27,ATM_53,Urban,Thursday,0,666075
2023-07-28,ATM_53,Urban,Friday,0,478729
2023-07-29,ATM_53,Urban,Saturday,1,577310
2023-07-30,ATM_53,Urban,Sunday,1,687921
2023-07-31,ATM_53,Urban,Monday,0,587777
2023-08-01,ATM_53,Urban,Tuesday,0,541903
2023-08-02,ATM_53,Urban,Wednesday,0,688446
2023-08-03,ATM_53,Urban,Thursday,0,673531
2023-08-04,ATM_53,Urban,Friday,0,685101
2023-08-05,ATM_53,Urban,Saturday,1,679884
2023-08-06,ATM_53,Urban,Sunday,1,471408
2023-08-07,ATM_53,Urban,Monday,0,550938
2023-08-08,ATM_53,Urban,Tuesday,0,558163
2023-08-09,ATM_53,Urban,Wednesday,0,485463
2023-08-10,ATM_53,Urban,Thursday,0,562461
2023-08-11,ATM_53,Urban,Friday,0,623009
2023-08-12,ATM_53,Urban,Saturday,1,595437
2023-08-13,ATM_53,Urban,Sunday,1,644533
2023-08-14,ATM_53,Urban,Monday,0,491957
2023-08-15,ATM_53,Urban,Tuesday,0,514117
2023-08-16,ATM_53,Urban,Wednesday,0,580149
2023-08-17,ATM_53,Urban,Thursday,0,530742
2023-08-18,ATM_53,Urban,Friday,0,451445
2023-08-19,ATM_53,Urban,Saturday,1,572026
2023-08-20,ATM_53,Urban,Sunday,1,499023
2023-08-21,ATM_53,Urban,Monday,0,612558
2023-08-22,ATM_53,Urban,Tuesday,0,481272
2023-08-23,ATM_53,Urban,Wednesday,0,473858
2023-08-24,ATM_53,Urban,Thursday,0,449941
2023-08-25,ATM_53,Urban,Friday,0,472920
2023-08-26,ATM_53,Urban,Saturday,1,563468
2023-08-27,ATM_53,Urban,Sunday,1,571948
2023-08-28,ATM_53,Urban,Monday,0,451053
2023-08-29,ATM_53,Urban,Tuesday,0,561940
2023-08-30,ATM_53,Urban,Wednesday,0,473346
2023-08-31,ATM_53,Urban,Thursday,0,510376
2023-09-01,ATM_53,Urban,Friday,0,654766
2023-09-02,ATM_53,Urban,Saturday,1,788083
2023-09-03,ATM_53,Urban,Sunday,1,658460
2023-09-04,ATM_53,Urban,Monday,0,633008
2023-09-05,ATM_53,Urban,Tuesday,0,664784
2023-09-06,ATM_53,Urban,Wednesday,0,382886
2023-09-07,ATM_53,Urban,Thursday,0,539474
2023-09-08,ATM_53,Urban,Friday,0,590673
2023-09-09,ATM_53,Urban,Saturday,1,615120
2023-09-10,ATM_53,Urban,Sunday,1,587343
2023-09-11,ATM_53,Urban,Monday,0,568864
2023-09-12,ATM_53,Urban,Tuesday,0,595626
2023-09-13,ATM_53,Urban,Wednesday,0,477135
2023-09-14,ATM_53,Urban,Thursday,0,386847
2023-09-15,ATM_53,Urban,Friday,0,623851
2023-09-16,ATM_53,Urban,Saturday,1,507649
2023-09-17,ATM_53,Urban,Sunday,1,571256
2023-09-18,ATM_53,Urban,Monday,0,441383
2023-09-19,ATM_53,Urban,Tuesday,0,592488
2023-09-20,ATM_53,Urban,Wednesday,0,445075
2023-09-21,ATM_53,Urban,Thursday,0,592936
2023-09-22,ATM_53,Urban,Friday,0,440454
2023-09-23,ATM_53,Urban,Saturday,1,467906
2023-09-24,ATM_53,Urban,Sunday,1,486344
2023-09-25,ATM_53,Urban,Monday,0,500685
2023-09-26,ATM_53,Urban,Tuesday,0,541924
2023-09-27,ATM_53,Urban,Wednesday,0,376789
2023-09-28,ATM_53,Urban,Thursday,0,546137
2023-09-29,ATM_53,Urban,Friday,0,476959
2023-09-30,ATM_53,Urban,Saturday,1,663393
2023-10-01,ATM_53,Urban,Sunday,1,894862
2023-10-02,ATM_53,Urban,Monday,0,724646
2023-10-03,ATM_53,Urban,Tuesday,0,818282
2023-10-04,ATM_53,Urban,Wednesday,0,895593
2023-10-05,ATM_53,Urban,Thursday,0,758277
2023-10-06,ATM_53,Urban,Friday,0,557526
2023-10-07,ATM_53,Urban,Saturday,1,816201
2023-10-08,ATM_53,Urban,Sunday,1,661219
2023-10-09,ATM_53,Urban,Monday,0,575886
2023-10-10,ATM_53,Urban,Tuesday,0,669968
2023-10-11,ATM_53,Urban,Wednesday,0,577913
2023-10-12,ATM_53,Urban,Thursday,0,721299
2023-10-13,ATM_53,Urban,Friday,0,668546
2023-10-14,ATM_53,Urban,Saturday,1,744180
2023-10-15,ATM_53,Urban,Sunday,1,627189
2023-10-16,ATM_53,Urban,Monday,0,641899
2023-10-17,ATM_53,Urban,Tuesday,0,609676
2023-10-18,ATM_53,Urban,Wednesday,0,660293
2023-10-19,ATM_53,Urban,Thursday,0,689926
2023-10-20,ATM_53,Urban,Friday,0,677822
2023-10-21,ATM_53,Urban,Saturday,1,622193
2023-10-22,ATM_53,Urban,Sunday,1,733582
2023-10-23,ATM_53,Urban,Monday,0,508672
2023-10-24,ATM_53,Urban,Tuesday,0,579861
2023-10-25,ATM_53,Urban,Wednesday,0,685301
2023-10-26,ATM_53,Urban,Thursday,0,599538
2023-10-27,ATM_53,Urban,Friday,0,719358
2023-10-28,ATM_53,Urban,Saturday,1,693166
2023-10-29,ATM_53,Urban,Sunday,1,754179
2023-10-30,ATM_53,Urban,Monday,0,686269
2023-10-31,ATM_53,Urban,Tuesday,0,478342
2023-11-01,ATM_53,Urban,Wednesday,0,725970
2023-11-02,ATM_53,Urban,Thursday,0,670821
2023-11-03,ATM_53,Urban,Friday,0,848908
2023-11-04,ATM_53,Urban,Saturday,1,970826
2023-11-05,ATM_53,Urban,Sunday,1,898660
2023-11-06,ATM_53,Urban,Monday,0,634775
2023-11-07,ATM_53,Urban,Tuesday,0,518388
2023-11-08,ATM_53,Urban,Wednesday,0,686494
2023-11-09,ATM_53,Urban,Thursday,0,460862
2023-11-10,ATM_53,Urban,Friday,0,588313
2023-11-11,ATM_53,Urban,Saturday,1,626470
2023-11-12,ATM_53,Urban,Sunday,1,657795
2023-11-13,ATM_53,Urban,Monday,0,490587
2023-11-14,ATM_53,Urban,Tuesday,0,535946
2023-11-15,ATM_53,Urban,Wednesday,0,733863
2023-11-16,ATM_53,Urban,Thursday,0,738017
2023-11-17,ATM_53,Urban,Friday,0,530355
2023-11-18,ATM_53,Urban,Saturday,1,723166
2023-11-19,ATM_53,Urban,Sunday,1,686886
2023-11-20,ATM_53,Urban,Monday,0,707026
2023-11-21,ATM_53,Urban,Tuesday,0,638479
2023-11-22,ATM_53,Urban,Wednesday,0,626938
2023-11-23,ATM_53,Urban,Thursday,0,609496
2023-11-24,ATM_53,Urban,Friday,0,689868
2023-11-25,ATM_53,Urban,Saturday,1,845108
2023-11-26,ATM_53,Urban,Sunday,1,654358
2023-11-27,ATM_53,Urban,Monday,0,596915
2023-11-28,ATM_53,Urban,Tuesday,0,577900
2023-11-29,ATM_53,Urban,Wednesday,0,697878
2023-11-30,ATM_53,Urban,Thursday,0,743532
2023-12-01,ATM_53,Urban,Friday,0,651697
2023-12-02,ATM_53,Urban,Saturday,1,690027
2023-12-03,ATM_53,Urban,Sunday,1,662810
2023-12-04,ATM_53,Urban,Monday,0,613301
2023-12-05,ATM_53,Urban,Tuesday,0,536986
2023-12-06,ATM_53,Urban,Wednesday,0,477574
2023-12-07,ATM_53,Urban,Thursday,0,538150
2023-12-08,ATM_53,Urban,Friday,0,463254
2023-12-09,ATM_53,Urban,Saturday,1,607831
2023-12-10,ATM_53,Urban,Sunday,1,627372
2023-12-11,ATM_53,Urban,Monday,0,641675
2023-12-12,ATM_53,Urban,Tuesday,0,457699
2023-12-13,ATM_53,Urban,Wednesday,0,463332
2023-12-14,ATM_53,Urban,Thursday,0,355782
2023-12-15,ATM_53,Urban,Friday,0,430125
2023-12-16,ATM_53,Urban,Saturday,1,504391
2023-12-17,ATM_53,Urban,Sunday,1,687061
2023-12-18,ATM_53,Urban,Monday,0,594687
2023-12-19,ATM_53,Urban,Tuesday,0,431850
2023-12-20,ATM_53,Urban,Wednesday,0,513144
2023-12-21,ATM_53,Urban,Thursday,0,595259
2023-12-22,ATM_53,Urban,Friday,0,409150
2023-12-23,ATM_53,Urban,Saturday,1,557636
2023-12-24,ATM_53,Urban,Sunday,1,459817
2023-12-25,ATM_53,Urban,Monday,0,639807
2023-12-26,ATM_53,Urban,Tuesday,0,512344
2023-12-27,ATM_53,Urban,Wednesday,0,468621
2023-12-28,ATM_53,Urban,Thursday,0,480363
2023-12-29,ATM_53,Urban,Friday,0,530193
2023-12-30,ATM_53,Urban,Saturday,1,665050
2023-12-31,ATM_53,Urban,Sunday,1,589659
2024-01-01,ATM_53,Urban,Monday,0,662072
2024-01-02,ATM_53,Urban,Tuesday,0,699927
2024-01-03,ATM_53,Urban,Wednesday,0,714399
2024-01-04,ATM_53,Urban,Thursday,0,726493
2024-01-05,ATM_53,Urban,Friday,0,474725
2024-01-06,ATM_53,Urban,Saturday,1,630257
2024-01-07,ATM_53,Urban,Sunday,1,566309
2024-01-08,ATM_53,Urban,Monday,0,470441
2024-01-09,ATM_53,Urban,Tuesday,0,640932
2024-01-10,ATM_53,Urban,Wednesday,0,462390
2024-01-11,ATM_53,Urban,Thursday,0,460418
2024-01-12,ATM_53,Urban,Friday,0,583296
2024-01-13,ATM_53,Urban,Saturday,1,595213
2024-01-14,ATM_53,Urban,Sunday,1,657263
2024-01-15,ATM_53,Urban,Monday,0,486230
2024-01-16,ATM_53,Urban,Tuesday,0,502915
2024-01-17,ATM_53,Urban,Wednesday,0,540477
2024-01-18,ATM_53,Urban,Thursday,0,561401
2024-01-19,ATM_53,Urban,Friday,0,510831
2024-01-20,ATM_53,Urban,Saturday,1,636463
2024-01-21,ATM_53,Urban,Sunday,1,523734
2024-01-22,ATM_53,Urban,Monday,0,545493
2024-01-23,ATM_53,Urban,Tuesday,0,437153
2024-01-24,ATM_53,Urban,Wednesday,0,658292
2024-01-25,ATM_53,Urban,Thursday,0,488406
2024-01-26,ATM_53,Urban,Friday,0,477820
2024-01-27,ATM_53,Urban,Saturday,1,702350
2024-01-28,ATM_53,Urban,Sunday,1,577891
2024-01-29,ATM_53,Urban,Monday,0,532158
2024-01-30,ATM_53,Urban,Tuesday,0,593144
2024-01-31,ATM_53,Urban,Wednesday,0,541940
2024-02-01,ATM_53,Urban,Thursday,0,802474
2024-02-02,ATM_53,Urban,Friday,0,719258
2024-02-03,ATM_53,Urban,Saturday,1,725121
2024-02-04,ATM_53,Urban,Sunday,1,838863
2024-02-05,ATM_53,Urban,Monday,0,614685
2024-02-06,ATM_53,Urban,Tuesday,0,516982
2024-02-07,ATM_53,Urban,Wednesday,0,567290
2024-02-08,ATM_53,Urban,Thursday,0,460521
2024-02-09,ATM_53,Urban,Friday,0,523031
2024-02-10,ATM_53,Urban,Saturday,1,601474
2024-02-11,ATM_53,Urban,Sunday,1,728075
2024-02-12,ATM_53,Urban,Monday,0,476477
2024-02-13,ATM_53,Urban,Tuesday,0,649105
2024-02-14,ATM_53,Urban,Wednesday,0,618108
2024-02-15,ATM_53,Urban,Thursday,0,563114
2024-02-16,ATM_53,Urban,Friday,0,484590
2024-02-17,ATM_53,Urban,Saturday,1,663648
2024-02-18,ATM_53,Urban,Sunday,1,552759
2024-02-19,ATM_53,Urban,Monday,0,454233
2024-02-20,ATM_53,Urban,Tuesday,0,416730
2024-02-21,ATM_53,Urban,Wednesday,0,553551
2024-02-22,ATM_53,Urban,Thursday,0,561540
2024-02-23,ATM_53,Urban,Friday,0,491542
2024-02-24,ATM_53,Urban,Saturday,1,537962
2024-02-25,ATM_53,Urban,Sunday,1,484901
2024-02-26,ATM_53,Urban,Monday,0,326871
2024-02-27,ATM_53,Urban,Tuesday,0,575255
2024-02-28,ATM_53,Urban,Wednesday,0,593273
2024-02-29,ATM_53,Urban,Thursday,0,569159
2024-03-01,ATM_53,Urban,Friday,0,618030
2024-03-02,ATM_53,Urban,Saturday,1,675403
2024-03-03,ATM_53,Urban,Sunday,1,786817
2024-03-04,ATM_53,Urban,Monday,0,638488
2024-03-05,ATM_53,Urban,Tuesday,0,718428
2024-03-06,ATM_53,Urban,Wednesday,0,443405
2024-03-07,ATM_53,Urban,Thursday,0,472006
2024-03-08,ATM_53,Urban,Friday,0,412767
2024-03-09,ATM_53,Urban,Saturday,1,592306
2024-03-10,ATM_53,Urban,Sunday,1,749925
2024-03-11,ATM_53,Urban,Monday,0,445082
2024-03-12,ATM_53,Urban,Tuesday,0,489631
2024-03-13,ATM_53,Urban,Wednesday,0,442297
2024-03-14,ATM_53,Urban,Thursday,0,617695
2024-03-15,ATM_53,Urban,Friday,0,584650
2024-03-16,ATM_53,Urban,Saturday,1,610742
2024-03-17,ATM_53,Urban,Sunday,1,522796
2024-03-18,ATM_53,Urban,Monday,0,598048
2024-03-19,ATM_53,Urban,Tuesday,0,558007
2024-03-20,ATM_53,Urban,Wednesday,0,611464
2024-03-21,ATM_53,Urban,Thursday,0,539476
2024-03-22,ATM_53,Urban,Friday,0,584516
2024-03-23,ATM_53,Urban,Saturday,1,559134
2024-03-24,ATM_53,Urban,Sunday,1,636430
2024-03-25,ATM_53,Urban,Monday,0,467713
2024-03-26,ATM_53,Urban,Tuesday,0,499505
2024-03-27,ATM_53,Urban,Wednesday,0,393454
2024-03-28,ATM_53,Urban,Thursday,0,535604
2024-03-29,ATM_53,Urban,Friday,0,470625
2024-03-30,ATM_53,Urban,Saturday,1,655664
2024-03-31,ATM_53,Urban,Sunday,1,567679
2024-04-01,ATM_53,Urban,Monday,0,547940
2024-04-02,ATM_53,Urban,Tuesday,0,624495
2024-04-03,ATM_53,Urban,Wednesday,0,654042
2024-04-04,ATM_53,Urban,Thursday,0,685192
2024-04-05,ATM_53,Urban,Friday,0,717093
2024-04-06,ATM_53,Urban,Saturday,1,505020
2024-04-07,ATM_53,Urban,Sunday,1,565448
2024-04-08,ATM_53,Urban,Monday,0,546754
2024-04-09,ATM_53,Urban,Tuesday,0,497918
2024-04-10,ATM_53,Urban,Wednesday,0,550908
2024-04-11,ATM_53,Urban,Thursday,0,496995
2024-04-12,ATM_53,Urban,Friday,0,613658
2024-04-13,ATM_53,Urban,Saturday,1,616277
2024-04-14,ATM_53,Urban,Sunday,1,546774
2024-04-15,ATM_53,Urban,Monday,0,331752
2024-04-16,ATM_53,Urban,Tuesday,0,526924
2024-04-17,ATM_53,Urban,Wednesday,0,516592
2024-04-18,ATM_53,Urban,Thursday,0,554228
2024-04-19,ATM_53,Urban,Friday,0,380037
2024-04-20,ATM_53,Urban,Saturday,1,660063
2024-04-21,ATM_53,Urban,Sunday,1,671811
2024-04-22,ATM_53,Urban,Monday,0,474055
2024-04-23,ATM_53,Urban,Tuesday,0,583941
2024-04-24,ATM_53,Urban,Wednesday,0,568719
2024-04-25,ATM_53,Urban,Thursday,0,489404
2024-04-26,ATM_53,Urban,Friday,0,530111
2024-04-27,ATM_53,Urban,Saturday,1,630390
2024-04-28,ATM_53,Urban,Sunday,1,618780
2024-04-29,ATM_53,Urban,Monday,0,454202
2024-04-30,ATM_53,Urban,Tuesday,0,333764
2024-05-01,ATM_53,Urban,Wednesday,0,496810
2024-05-02,ATM_53,Urban,Thursday,0,552260
2024-05-03,ATM_53,Urban,Friday,0,685284
2024-05-04,ATM_53,Urban,Saturday,1,678329
2024-05-05,ATM_53,Urban,Sunday,1,723576
2024-05-06,ATM_53,Urban,Monday,0,456307
2024-05-07,ATM_53,Urban,Tuesday,0,442018
2024-05-08,ATM_53,Urban,Wednesday,0,384115
2024-05-09,ATM_53,Urban,Thursday,0,360137
2024-05-10,ATM_53,Urban,Friday,0,549755
